Exercice ,Branche,Code Produit,Sous-Branche,Règlement,Day,Month,Year
2016,0,5,1,5817.05,8,10,2015
2022,0,5,1,5816.98,12,4,2022
2014,0,5,1,5816.48,7,7,2014
2018,0,11,2,8522.24,5,10,2017
2016,0,5,1,5816.3,13,6,2016
2018,0,11,2,8516.68,10,1,2017
2022,0,11,2,8515.76,18,10,2021
2023,0,4,1,5815.95,23,2,2023
2021,0,4,1,5815.68,9,10,2020
2019,0,11,2,8512.9,16,1,2018
2020,0,11,2,8506.92,19,9,2018
2019,0,16,3,20908.52,11,9,2013
2023,0,5,1,5815.6,20,11,2022
2016,0,5,1,5814.33,4,11,2015
2018,0,5,1,5814.16,24,12,2017
2020,0,8,1,5813.5,4,5,2019
2020,0,4,1,5813.48,28,2,2019
2014,0,7,3,20920.0,5,4,2014
2016,0,5,1,5813.47,28,12,2015
2015,0,5,1,5813.21,3,3,2015
2014,0,7,3,20932.0,10,2,2014
2014,0,5,1,5813.14,27,8,2013
2014,0,11,2,8506.71,15,3,2014
2022,0,11,2,8502.41,22,5,2017
2018,0,4,1,5812.85,2,12,2018
2023,0,4,1,5812.75,25,6,2023
2021,0,11,2,8500.28,21,7,2021
2019,0,5,1,5812.51,12,5,2019
2018,0,4,1,5812.4,26,4,2018
2018,0,16,3,20950.82,28,5,2012
2015,0,16,3,9390.28,22,8,2015
2016,0,5,1,5812.08,8,9,2015
2016,0,5,1,5811.65,29,12,2015
2016,0,5,1,5811.28,11,9,2014
2016,0,5,1,5811.25,23,12,2015
2014,0,5,1,5810.37,12,2,2014
2020,0,5,1,5810.16,13,1,2020
2015,0,5,1,5809.92,31,1,2015
2021,0,11,2,8500.18,30,9,2020
2017,0,5,1,5809.83,16,10,2016
2023,0,5,1,5809.17,12,7,2022
2016,0,11,2,8500.0,22,6,2014
2016,0,16,3,9381.03,5,12,2015
2014,0,5,1,5808.7,7,11,2013
2019,0,8,1,5808.02,16,10,2018
2022,0,5,1,5807.53,1,9,2022
2017,0,5,1,5806.36,13,2,2017
2017,0,11,2,8500.0,23,11,2016
2021,0,11,2,8500.0,23,9,2019
2015,0,5,1,5806.02,14,7,2015
2022,0,5,1,5805.4,18,3,2022
2016,0,5,1,5805.36,23,4,2015
2016,0,5,1,5804.54,24,6,2015
2019,0,4,1,5804.13,5,11,2018
2020,0,11,2,8500.0,12,7,2017
2018,0,11,2,8500.0,20,3,2017
2018,0,11,2,8500.0,8,8,2017
2020,0,11,2,8500.0,8,3,2020
2022,0,8,1,5802.79,12,12,2021
2020,0,5,1,5802.63,4,8,2019
2014,0,11,2,8500.0,15,11,2013
2014,0,5,1,5802.62,30,12,2013
2017,0,8,1,5802.52,8,10,2017
2021,0,11,2,8500.0,5,4,2021
2018,0,11,2,8500.0,17,9,2017
2020,0,11,2,8500.0,13,7,2020
2018,0,11,2,8500.0,14,5,2015
2015,0,12,2,21000.0,17,2,2015
2019,0,11,2,8500.0,10,8,2018
2015,0,16,3,9307.52,23,5,2014
2018,0,11,2,8500.0,1,12,2017
2019,0,5,1,5802.03,16,2,2019
2020,0,11,2,8500.0,26,11,2019
2020,0,11,2,8500.0,1,3,2014
2020,0,11,2,8500.0,6,1,2020
2021,0,11,2,8500.0,29,2,2020
2014,0,11,2,8500.0,20,8,2014
2018,0,11,2,8500.0,29,5,2009
2019,0,11,2,8500.0,9,6,2019
2016,0,11,2,8500.0,6,8,2015
2014,0,11,2,8500.0,18,3,2013
2015,0,12,2,21000.0,9,1,2013
2019,0,5,1,5801.85,4,7,2018
2019,0,11,2,8500.0,19,1,2019
2016,0,11,2,8500.0,19,1,2016
2023,0,11,2,8500.0,9,7,2023
2018,0,11,2,8500.0,22,5,2018
2018,0,8,1,5801.59,9,11,2017
2018,0,5,1,5800.0,6,7,2018
2018,0,11,2,8500.0,5,7,2018
2014,0,5,1,5800.0,3,6,2013
2021,0,5,1,5800.0,29,5,2021
2014,0,5,1,5800.0,4,10,2012
2017,0,7,3,21000.0,8,4,2017
2022,0,11,2,8500.0,28,10,2021
2021,0,11,2,8500.0,10,12,2020
2019,0,11,2,8500.0,27,2,2019
2020,0,11,2,8500.0,30,4,2020
2014,0,11,2,8500.0,29,1,2014
2014,0,11,2,8500.0,10,9,2014
2021,0,11,2,8500.0,14,9,2021
2017,0,11,2,8500.0,9,5,2014
2018,0,11,2,8500.0,23,7,2018
2014,0,5,1,5800.0,21,8,2012
2023,0,11,2,8500.0,10,7,2023
2021,0,11,2,8500.0,20,2,2018
2023,0,11,2,8500.0,5,3,2023
2018,0,9,3,21000.0,17,2,2018
2015,0,11,2,8500.0,16,1,2005
2017,0,5,1,5800.0,13,8,2017
2014,0,5,1,5800.0,21,8,2012
2022,0,12,2,21000.0,31,12,2021
2023,0,5,1,5800.0,26,7,2023
2015,0,5,1,5800.0,16,2,2015
2021,0,11,2,8496.71,22,5,2021
2016,0,16,3,9305.37,8,3,2016
2018,0,11,2,8496.42,11,2,2018
2016,0,11,2,8491.91,8,9,2016
2020,0,5,1,5800.0,10,11,2019
2021,0,11,2,8489.81,28,12,2020
2015,0,11,2,8485.82,14,8,2015
2019,0,11,2,8480.0,13,7,2019
2023,0,11,2,8475.51,9,7,2023
2015,0,8,1,5799.27,27,3,2014
2016,0,11,2,8473.49,21,6,2015
2022,0,4,1,5799.26,10,2,2022
2018,0,4,1,5798.29,13,11,2018
2016,0,11,2,8470.0,21,4,2015
2021,0,11,2,8469.12,30,10,2019
2017,0,11,2,8467.96,5,12,2016
2020,0,5,1,5798.04,19,8,2020
2017,0,11,2,8465.17,6,1,2017
2018,0,10,1,5798.01,6,4,2017
2018,0,10,1,5798.01,12,3,2016
2015,0,5,1,5796.75,24,5,2015
2015,0,5,1,5796.36,23,8,2014
2017,0,11,2,8463.42,22,12,2016
2021,0,11,2,8457.08,6,8,2021
2020,0,11,2,8450.49,7,3,2020
2019,0,5,1,5795.0,8,8,2018
2019,0,11,2,8442.5,21,12,2018
2022,0,11,2,8440.0,3,1,2022
2016,0,7,3,21000.0,30,4,2016
2019,0,11,2,8439.84,6,8,2019
2022,0,11,2,8438.97,1,1,2022
2018,0,11,2,8437.94,23,7,2017
2023,0,11,2,8437.5,20,2,2023
2019,0,11,2,8432.53,23,3,2019
2021,0,8,1,5793.89,4,11,2020
2019,0,16,3,21003.74,29,3,2018
2018,0,5,1,5793.89,5,8,2018
2019,0,4,1,5793.63,8,7,2019
2019,0,11,2,8431.78,25,4,2018
2018,0,5,1,5793.53,7,6,2018
2017,0,5,1,5793.47,9,10,2014
2019,0,7,3,21015.0,9,9,2019
2019,0,11,2,8430.0,3,1,2018
2017,0,5,1,5793.33,28,4,2014
2021,0,8,1,5792.97,4,11,2020
2021,0,8,1,5792.97,4,11,2020
2021,0,8,1,5792.97,4,11,2020
2021,0,8,1,5792.97,4,11,2020
2021,0,8,1,5792.97,4,11,2020
2018,0,11,2,8428.95,8,4,2018
2014,0,11,2,8427.47,23,1,2014
2021,0,8,1,5792.97,4,11,2020
2021,0,8,1,5792.97,4,11,2020
2021,0,8,1,5792.97,4,11,2020
2021,0,8,1,5792.97,4,11,2020
2021,0,11,2,8425.74,22,8,2021
2020,0,11,2,8420.0,31,10,2020
2022,0,11,2,8416.93,10,12,2020
2018,0,11,2,8415.31,26,12,2017
2021,0,8,1,5792.97,4,11,2020
2022,0,11,2,8414.08,1,7,2022
2016,0,11,2,8411.78,1,2,2016
2021,0,8,1,5792.97,4,11,2020
2022,0,11,2,8400.0,1,12,2021
2019,0,11,2,8400.0,1,11,2018
2015,0,11,2,8400.0,12,2,2015
2020,0,11,2,8400.0,7,4,2009
2019,0,11,2,8400.0,22,1,2019
2022,0,5,1,5792.4,24,6,2021
2022,0,11,2,8400.0,10,9,2022
2022,0,5,1,5792.4,19,6,2021
2021,0,8,1,5792.17,4,11,2020
2019,0,11,2,8400.0,24,10,2018
2020,0,6,1,21080.0,21,1,2019
2021,0,4,1,5792.16,6,3,2019
2017,0,5,1,5791.94,30,9,2016
2019,0,11,2,8400.0,11,6,2018
2020,0,11,2,8400.0,6,9,2009
2022,0,5,1,5791.79,16,8,2022
2019,0,11,2,8400.0,10,4,2009
2018,0,5,1,5791.51,26,10,2017
2021,0,13,2,21097.52,8,10,2019
2020,0,5,1,5791.13,4,9,2019
2018,0,11,2,8400.0,10,1,2018
2020,0,11,2,8400.0,1,9,2009
2017,0,11,2,8400.0,12,9,2016
2022,0,11,2,8400.0,21,4,2022
2016,0,6,1,21100.0,26,11,2015
2019,0,11,2,8400.0,17,2,2019
2018,0,5,1,5790.74,1,10,2018
2016,0,11,2,8400.0,8,10,2016
2018,0,5,1,5790.3,3,10,2017
2022,0,4,1,5789.88,27,2,2022
2018,0,5,1,5789.36,18,7,2017
2020,0,16,3,21105.73,28,7,2020
2018,0,5,1,5789.36,24,6,2018
2018,0,11,2,8400.0,10,2,2018
2015,0,11,2,8388.48,20,7,2015
2017,0,8,1,5788.83,26,5,2017
2018,0,5,1,5788.44,22,10,2018
2017,0,5,1,5788.39,8,9,2015
2020,0,5,1,5788.37,1,7,2020
2016,0,5,1,5788.01,17,4,2014
2021,0,11,2,8385.34,31,7,2021
2015,0,5,1,5787.63,18,9,2014
2021,0,11,2,8380.25,7,7,2021
2016,0,5,1,5787.61,15,12,2015
2022,0,5,1,5787.61,25,4,2022
2015,0,5,1,5787.59,30,7,2015
2016,0,5,1,5787.11,28,10,2007
2014,0,11,2,8375.0,9,2,2014
2016,0,5,1,5787.03,10,5,2016
2022,0,5,1,5785.79,2,12,2020
2014,0,5,1,5785.48,20,7,2014
2020,0,4,1,5785.43,21,10,2020
2017,0,5,1,5784.99,28,12,2015
2019,0,5,1,5784.55,1,4,2019
2014,0,5,1,5784.03,5,11,2013
2016,0,5,1,5783.81,30,6,2016
2014,0,16,3,21141.65,6,5,2012
2018,0,11,2,8372.49,28,10,2016
2019,0,11,2,8370.0,29,10,2018
2014,0,8,1,5783.66,30,8,2013
2023,0,11,2,8367.31,29,11,2021
2022,0,5,1,5782.83,6,10,2022
2021,0,5,1,5782.83,6,3,2021
2017,0,8,1,5782.46,27,5,2017
2015,0,16,3,21159.31,15,4,2012
2023,0,11,2,8367.0,10,1,2023
2018,0,11,2,8363.04,17,3,2016
2023,0,4,1,5782.25,20,6,2022
2021,0,11,2,8362.19,30,7,2020
2017,0,5,1,5782.2,11,6,2017
2022,0,4,1,5781.32,23,10,2021
2016,0,5,1,5780.67,16,6,2014
2015,0,11,2,8358.28,15,2,2015
2022,0,11,2,8355.29,20,9,2022
2023,0,5,1,5780.3,30,9,2022
2016,0,16,3,21174.77,25,5,2014
2014,0,5,1,5779.31,11,7,2013
2020,0,5,1,5779.3,4,10,2020
2022,0,5,1,5779.06,4,10,2022
2015,0,5,1,5778.87,5,3,2015
2015,0,5,1,5777.73,11,9,2014
2021,0,11,2,8354.68,10,12,2020
2022,0,9,3,21186.88,8,12,2021
2023,0,5,1,5777.28,9,10,2023
2021,0,5,1,5776.87,25,12,2020
2019,0,8,1,5776.82,6,11,2018
2020,0,11,2,8350.98,3,10,2019
2022,0,13,2,21197.38,17,6,2015
2021,0,11,2,8349.16,28,7,2021
2020,0,11,2,8348.14,24,6,2020
2021,0,5,1,5776.61,8,11,2018
2020,0,11,2,8340.0,27,2,2020
2023,0,11,2,8339.52,11,9,2022
2021,0,5,1,5776.61,21,4,2018
2021,0,5,1,5776.61,30,4,2018
2014,0,5,1,5776.61,31,5,2014
2019,0,5,1,5776.21,12,10,2017
2018,0,11,2,8338.33,15,6,2018
2020,0,11,2,8336.88,17,3,2019
2018,0,5,1,5774.63,18,7,2018
2015,0,11,2,8335.41,29,1,2015
2021,0,11,2,8330.0,23,7,2021
2015,0,8,1,5774.09,24,5,2015
2014,0,16,3,21202.02,10,2,2013
2021,0,13,2,21203.28,30,8,2015
2014,0,16,3,21204.09,19,10,2011
2017,0,11,2,8327.11,7,12,2016
2019,0,16,3,21215.23,5,4,2009
2015,0,16,3,21219.48,13,5,2013
2022,0,4,1,5773.98,17,6,2021
2019,0,16,3,21222.9,27,11,2018
2023,0,11,2,8325.6,6,5,2021
2015,0,5,1,5773.88,26,1,2015
2022,0,11,2,8320.0,7,6,2022
2016,0,5,1,5773.48,17,7,2015
2022,0,5,1,5773.45,2,11,2021
2017,0,5,1,5772.66,11,9,2017
2017,0,5,1,5772.55,1,12,2016
2016,0,16,3,21231.68,17,6,2015
2017,0,5,1,5772.55,16,10,2016
2015,0,5,1,5772.49,17,12,2014
2023,0,5,1,5772.25,9,5,2023
2016,0,5,1,5771.46,17,11,2015
2022,0,4,1,5771.33,28,9,2021
2023,0,11,2,8318.26,15,5,2023
2020,0,5,1,5770.83,21,6,2020
2020,0,16,3,21245.0,18,8,2013
2022,0,4,1,5770.29,29,1,2022
2023,0,11,2,8315.92,18,2,2023
2023,0,11,2,8315.06,6,11,2022
2016,0,11,2,8307.15,13,9,2015
2019,0,7,3,21250.0,25,1,2019
2022,0,4,1,5770.29,29,1,2022
2022,0,11,2,8306.43,14,3,2022
2021,0,11,2,8305.05,15,8,2020
2021,0,4,1,5769.6,16,5,2020
2020,0,11,2,8300.76,1,12,2019
2017,0,9,3,21250.0,19,10,2017
2020,0,11,2,8300.0,1,1,2019
2021,0,4,1,5769.33,13,1,2021
2017,0,5,1,5769.03,13,9,2017
2023,0,4,1,5768.98,22,8,2023
2014,0,7,3,21255.0,6,2,2014
2019,0,8,1,5768.82,2,7,2019
2018,0,16,3,21256.01,21,2,2018
2018,0,16,3,21256.21,13,5,2018
2021,0,5,1,5768.42,9,8,2020
2023,0,8,1,5768.0,15,8,2022
2019,0,4,1,5767.63,16,3,2018
2021,0,8,1,5766.73,1,5,2021
2017,0,5,1,5766.36,3,5,2017
2016,0,11,2,8300.0,15,6,2015
2021,0,4,1,5766.08,18,3,2021
2015,0,5,1,5765.44,12,8,2014
2015,0,11,2,8300.0,9,3,2014
2023,0,5,1,5765.43,2,5,2023
2014,0,5,1,5764.97,22,9,2014
2019,0,6,1,21274.29,8,5,2019
2018,0,4,1,5764.96,17,1,2018
2021,0,5,1,5764.6,19,11,2018
2021,0,4,1,5764.51,20,2,2019
2014,0,16,3,21282.36,16,1,2014
2017,0,5,1,5764.04,3,5,2017
2019,0,11,2,8300.0,30,6,2018
2021,0,5,1,5763.67,15,10,2020
2014,0,11,2,8300.0,3,7,2013
2021,0,5,1,5762.96,17,7,2017
2014,0,5,1,5762.7,22,12,2013
2022,0,9,3,21300.0,17,12,2016
2019,0,11,2,8300.0,30,6,2018
2019,0,11,2,8300.0,1,6,2017
2019,0,11,2,8300.0,30,6,2018
2015,0,5,1,5762.57,1,1,2013
2015,0,11,2,8300.0,2,1,2014
2016,0,11,2,8300.0,9,3,2014
2018,0,11,2,8300.0,25,12,2017
2014,0,11,2,8300.0,20,4,2011
2016,0,5,1,5761.94,25,10,2015
2015,0,5,1,5761.27,1,2,2015
2018,0,5,1,5761.08,29,7,2018
2017,0,5,1,5760.26,23,12,2016
2019,0,8,1,5760.0,13,4,2018
2014,0,16,3,21312.0,24,4,2014
2019,0,5,1,5760.0,29,4,2019
2019,0,5,1,5760.0,8,11,2018
2014,0,16,3,21317.63,21,2,2013
2018,0,11,2,8300.0,23,10,2017
2018,0,11,2,8300.0,13,7,2016
2019,0,16,3,21320.2,16,1,2013
2014,0,16,3,21320.22,16,4,2013
2019,0,4,1,5760.0,25,2,2019
2014,0,5,1,5760.0,2,10,2014
2018,0,5,1,5760.0,1,4,2018
2021,0,4,1,5760.0,9,8,2021
2014,0,5,1,5759.52,4,7,2013
2014,0,16,3,21329.9,16,8,2011
2015,0,13,2,21330.0,12,1,2009
2017,0,16,3,21332.95,13,12,2016
2018,0,4,1,5759.14,12,8,2018
2019,0,5,1,5758.24,11,7,2018
2014,0,5,1,5757.1,16,10,2014
2015,0,5,1,5755.86,18,2,2013
2023,0,5,1,5755.7,5,11,2022
2022,0,5,1,5755.7,21,9,2022
2017,0,11,2,8300.0,9,3,2014
2021,0,4,1,5755.61,2,7,2020
2016,0,5,1,5755.43,14,7,2016
2016,0,5,1,5755.0,17,8,2014
2014,0,5,1,5754.64,25,8,2014
2016,0,5,1,5754.6,9,12,2014
2014,0,5,1,5754.38,20,10,2013
2016,0,5,1,5753.36,20,12,2015
2016,0,11,2,8300.0,26,7,2015
2022,0,5,1,5751.94,22,9,2022
2016,0,11,2,8300.0,19,2,2012
2021,0,5,1,5751.38,15,8,2018
2017,0,11,2,8300.0,2,4,2014
2019,0,11,2,8300.0,30,6,2018
2014,0,11,2,8300.0,11,5,2014
2017,0,11,2,8300.0,14,11,2012
2022,0,5,1,5750.47,24,1,2021
2022,0,4,1,5750.0,16,1,2021
2019,0,16,3,21381.0,20,4,2019
2017,0,8,1,5750.0,30,7,2016
2015,0,11,2,8300.0,7,9,2015
2015,0,11,2,8300.0,17,9,2014
2023,0,16,3,21393.77,21,1,2019
2016,0,5,1,5750.0,27,10,2016
2019,0,5,1,5750.0,3,1,2018
2022,0,4,1,5749.88,5,3,2022
2017,0,5,1,5749.02,2,3,2017
2017,0,5,1,5749.01,4,3,2017
2014,0,16,3,21397.02,2,6,2014
2015,0,5,1,5748.09,30,11,2014
2017,0,4,1,5748.05,17,10,2017
2021,0,4,1,5747.55,10,9,2020
2017,0,11,2,8300.0,1,9,2015
2019,0,8,1,5747.49,27,11,2018
2023,0,5,1,5747.38,15,1,2023
2021,0,5,1,5747.26,17,6,2021
2022,0,9,3,21400.0,3,12,2019
2023,0,4,1,5747.23,13,7,2022
2017,0,11,2,8300.0,4,11,2013
2016,0,11,2,8300.0,22,3,2012
2015,0,5,1,5746.29,5,2,2014
2019,0,11,2,8300.0,30,6,2018
2019,0,11,2,8300.0,30,6,2018
2019,0,11,2,8300.0,30,6,2018
2019,0,5,1,5745.95,21,9,2018
2016,0,5,1,5745.92,19,2,2015
2022,0,5,1,5745.69,19,5,2021
2023,0,7,3,21410.0,20,5,2023
2022,0,4,1,5745.12,8,8,2022
2017,0,4,1,5743.75,13,5,2017
2019,0,11,2,8300.0,30,6,2018
2021,0,11,2,8300.0,29,5,2019
2021,0,11,2,8300.0,9,1,2003
2015,0,11,2,8300.0,27,8,2010
2015,0,11,2,8300.0,27,8,2010
2015,0,11,2,8297.19,19,4,2015
2014,0,11,2,8295.15,7,6,2014
2019,0,4,1,5743.62,11,10,2018
2016,0,5,1,5743.45,17,3,2016
2016,0,5,1,5743.24,22,10,2015
2016,0,5,1,5742.23,7,12,2016
2019,0,16,3,21427.4,25,3,2019
2022,0,5,1,5741.94,4,1,2022
2022,0,5,1,5741.94,21,12,2021
2014,0,5,1,5741.83,29,11,2014
2023,0,4,1,5741.8,4,6,2023
2014,0,11,2,8291.57,19,7,2014
2023,0,5,1,5741.53,11,10,2023
2015,0,5,1,5741.39,23,11,2010
2023,0,4,1,5741.0,15,9,2022
2022,0,4,1,5740.36,8,12,2021
2017,0,5,1,5740.24,23,9,2017
2015,0,8,1,5740.0,18,2,2014
2017,0,8,1,5738.11,18,2,2017
2019,0,11,2,8285.36,7,4,2019
2017,0,5,1,5738.02,28,7,2017
2018,0,4,1,5738.0,6,3,2018
2016,0,5,1,5738.0,6,8,2015
2020,0,11,2,8282.27,16,5,2020
2022,0,5,1,5737.83,14,9,2022
2015,0,5,1,5737.5,29,10,2014
2023,0,4,1,5737.23,18,5,2021
2021,0,5,1,5737.2,25,4,2021
2015,0,5,1,5736.95,13,6,2015
2014,0,5,1,5736.85,19,3,2014
2015,0,5,1,5736.85,26,8,2006
2015,0,16,3,21474.76,10,8,2013
2021,0,5,1,5736.71,25,8,2020
2016,0,5,1,5736.66,24,3,2014
2017,0,5,1,5736.61,6,6,2016
2020,0,5,1,5736.3,2,7,2020
2015,0,5,1,5736.08,23,12,2014
2019,0,11,2,8280.63,29,1,2019
2018,0,5,1,5735.78,20,1,2015
2014,0,11,2,8280.0,29,9,2014
2018,0,5,1,5735.07,15,7,2018
2016,0,5,1,5734.12,2,11,2011
2017,0,11,2,8280.0,15,6,2017
2017,0,5,1,5733.97,10,3,2015
2022,0,11,2,8276.0,21,9,2021
2020,0,11,2,8275.94,6,5,2020
2022,0,5,1,5733.85,22,5,2022
2022,0,11,2,8271.78,29,7,2022
2022,0,11,2,8263.25,12,3,2022
2016,0,11,2,8262.55,31,7,2015
2018,0,7,3,21500.0,2,1,2017
2023,0,11,2,8261.8,18,12,2022
2017,0,9,3,21500.0,7,3,2016
2014,0,11,2,8260.0,10,12,2013
2023,0,11,2,8260.0,19,9,2023
2018,0,11,2,8260.0,22,8,2016
2021,0,11,2,8260.0,14,9,2020
2016,0,5,1,5732.77,18,11,2015
2017,0,11,2,8259.64,10,5,2017
2020,0,7,3,21500.0,16,6,2020
2014,0,6,1,21500.0,15,4,2014
2021,0,11,2,8254.12,15,4,2021
2023,0,11,2,8253.78,21,1,2023
2023,0,9,3,21500.0,18,5,2023
2018,0,11,2,8246.86,14,5,2017
2015,0,11,2,8243.6,14,4,2013
2017,0,5,1,5732.46,9,3,2017
2018,0,5,1,5732.3,28,4,2018
2015,0,11,2,8240.0,17,4,2013
2022,0,11,2,8236.1,4,7,2021
2017,0,16,3,21500.0,20,12,2015
2015,0,5,1,5732.23,13,10,2014
2017,0,11,2,8234.67,13,7,2016
2023,0,11,2,8230.03,5,2,2023
2018,0,11,2,8230.0,8,8,2018
2014,0,11,2,8227.35,12,5,2013
2015,0,7,3,21500.0,27,1,2015
2019,0,4,1,5732.0,16,9,2018
2023,0,11,2,8219.61,18,9,2022
2014,0,16,3,9091.56,15,2,2014
2020,0,11,2,8218.32,18,11,2019
2020,0,5,1,5729.37,28,5,2020
2014,0,5,1,5728.63,19,3,2014
2019,0,5,1,5728.02,3,1,2019
2016,0,5,1,5727.76,23,12,2015
2015,0,11,2,8218.16,19,1,2014
2021,0,8,1,5727.47,17,10,2021
2021,0,11,2,8214.97,2,2,2021
2022,0,6,1,21510.0,16,11,2022
2016,0,5,1,5727.27,21,7,2015
2021,0,11,2,8213.2,7,7,2021
2022,0,11,2,8211.3,31,3,2022
2018,0,11,2,8209.84,24,8,2018
2015,0,16,3,9067.52,11,5,2014
2022,0,8,1,5726.77,24,9,2021
2014,0,8,1,5726.62,8,12,2013
2015,0,5,1,5725.88,19,10,2015
2014,0,11,2,8205.43,19,5,2014
2020,0,5,1,5725.4,28,12,2020
2021,0,11,2,8200.0,27,12,2020
2018,0,11,2,8200.0,10,4,2009
2016,0,4,1,5725.0,21,6,2016
2018,0,11,2,8200.0,5,2,2018
2020,0,11,2,8200.0,18,2,2020
2022,0,5,1,5724.82,15,1,2022
2020,0,5,1,5724.77,17,12,2020
2021,0,11,2,8200.0,15,5,2019
2017,0,8,1,5722.52,27,3,2017
2017,0,5,1,5722.43,15,8,2016
2023,0,11,2,8200.0,15,3,2022
2017,0,4,1,5721.8,1,1,2017
2016,0,7,3,21560.0,8,2,2016
2022,0,11,2,8200.0,2,9,2022
2017,0,4,1,5721.25,28,3,2017
2015,0,5,1,5720.31,27,12,2011
2014,0,5,1,5720.24,23,9,2013
2018,0,5,1,5720.0,31,12,2017
2022,0,5,1,5719.93,5,1,2022
2021,0,11,2,8200.0,28,10,2020
2020,0,11,2,8200.0,14,9,2020
2019,0,11,2,8200.0,23,10,2019
2019,0,11,2,8200.0,2,12,2014
2022,0,11,2,8200.0,12,5,2019
2016,0,11,2,8200.0,13,4,2011
2015,0,11,2,8200.0,15,7,2015
2014,0,5,1,5719.56,23,12,2013
2023,0,11,2,8195.33,1,6,2023
2019,0,11,2,8194.94,11,3,2018
2023,0,11,2,8193.5,27,6,2023
2023,0,4,1,5718.66,4,4,2023
2020,0,11,2,8191.3,13,8,2019
2020,0,5,1,5718.37,8,5,2019
2018,0,5,1,5718.23,4,2,2018
2022,0,13,2,9009.23,14,11,2022
2019,0,9,3,21600.0,25,2,2019
2014,0,11,2,8190.82,9,2,2014
2023,0,5,1,5717.23,19,4,2023
2017,0,4,1,5717.05,26,8,2017
2018,0,4,1,5717.05,26,4,2018
2019,0,5,1,5716.62,27,5,2019
2019,0,5,1,5715.79,23,1,2019
2019,0,11,2,8190.62,16,3,2019
2015,0,11,2,8190.0,1,9,2015
2015,0,7,3,21600.0,4,4,2015
2014,0,11,2,8190.0,24,10,2014
2019,0,4,1,5715.36,27,8,2018
2015,0,5,1,5714.03,17,12,2014
2014,0,11,2,8185.0,1,12,2013
2019,0,5,1,5713.89,31,3,2016
2018,0,5,1,5713.89,20,12,2017
2018,0,5,1,5713.85,28,1,2017
2016,0,5,1,5713.11,16,3,2015
2018,0,4,1,5713.0,4,5,2018
2016,0,5,1,5712.48,2,10,2015
2016,0,5,1,5712.4,22,6,2016
2020,0,5,1,5712.18,19,4,2020
2017,0,5,1,5711.59,16,1,2017
2018,0,8,1,5711.23,2,2,2017
2019,0,5,1,5711.09,6,3,2019
2019,0,5,1,5711.02,17,12,2018
2022,0,4,1,5710.88,26,3,2022
2017,0,5,1,5710.85,9,10,2016
2019,0,11,2,8180.38,5,7,2018
2023,0,5,1,5710.03,19,1,2023
2023,0,11,2,8179.99,19,5,2022
2015,0,0,3,21640.0,6,9,2015
2019,0,11,2,8173.32,4,9,2019
2016,0,11,2,8171.51,19,12,2015
2018,0,11,2,8168.38,19,5,2018
2022,0,11,2,8166.0,1,11,2021
2017,0,11,2,8165.33,29,8,2017
2016,0,11,2,8163.93,7,10,2015
2019,0,11,2,8161.03,23,3,2019
2021,0,5,1,5709.65,21,6,2021
2019,0,5,1,5709.55,19,1,2019
2014,0,11,2,8160.0,8,8,2014
2015,0,11,2,8160.0,9,9,2013
2020,0,5,1,5709.03,15,5,2020
2019,0,11,2,8157.16,5,8,2019
2017,0,5,1,5709.0,14,3,2012
2015,0,5,1,5709.0,20,10,2015
2017,0,16,3,21657.57,10,1,2015
2021,0,11,2,8156.68,8,12,2020
2020,0,5,1,5708.71,28,11,2019
2014,0,5,1,5707.76,24,9,2013
2015,0,16,3,21670.74,17,11,2014
2019,0,4,1,5705.47,5,2,2018
2016,0,5,1,5705.06,8,8,2015
2018,0,5,1,5704.39,18,2,2018
2023,0,11,2,8155.86,11,6,2023
2017,0,11,2,8150.0,22,8,2016
2018,0,4,1,5704.05,20,5,2018
2019,0,8,1,5703.64,29,1,2018
2021,0,11,2,8149.53,21,10,2020
2022,0,11,2,8147.22,5,5,2022
2015,0,5,1,5702.93,25,8,2014
2022,0,5,1,5702.48,4,5,2022
2017,0,5,1,5702.29,1,8,2017
2019,0,11,2,8145.14,28,6,2018
2021,0,11,2,8140.53,14,8,2019
2019,0,5,1,5702.27,10,11,2018
2020,0,4,1,5701.97,12,3,2019
2021,0,11,2,8140.0,8,11,2021
2018,0,11,2,8138.25,30,11,2017
2014,0,5,1,5701.92,20,1,2014
2023,0,9,3,21700.0,14,6,2023
2023,0,11,2,8137.23,23,4,2023
2018,0,5,1,5701.68,14,3,2018
2022,0,11,2,8136.15,22,2,2022
2021,0,11,2,8135.75,18,1,2021
2018,0,16,3,21702.41,12,6,2018
2015,0,5,1,5701.0,29,6,2015
2015,0,5,1,5700.96,10,10,2012
2016,0,16,3,21708.64,20,10,2011
2017,0,8,1,5700.8,13,11,2016
2019,0,11,2,8133.98,8,9,2018
2022,0,5,1,5700.0,1,6,2021
2021,0,5,1,5700.0,11,9,2021
2022,0,11,2,8129.0,4,9,2021
2017,0,5,1,5700.0,25,5,2017
2021,0,11,2,8127.5,23,6,2021
2016,0,5,1,5700.0,16,7,2015
2020,0,5,1,5699.77,19,11,2018
2020,0,5,1,5699.77,15,2,2018
2017,0,4,1,5699.2,1,8,2017
2022,0,5,1,5698.76,28,4,2022
2023,0,11,2,8126.83,17,7,2023
2015,0,5,1,5698.05,31,3,2015
